1999,2054,19,19.1897,"Glenda","Cook","TheodoreDouglas","betty@schultz.ie",true
2000,2055,25,12.8766,"Dwight","Sullivan","RussellPope","greg@baker.bn",false
2001,2056,12,18.6722,"Jack","Schroeder","TimLaw","robert@abbott.np",false
2002,2057,12,10.6657,"Erin","Stanton","SandyCase","caroline@snyder.sb",true
2003,2058,23,11.1314,"Gary","Bowers","DarleneGriffin","tommy@murphy.th",true
2004,2059,19,16.6909,"Hazel","Gordon","EugeneO","steven@hamilton.gl",true
2005,2060,41,15.6487,"Milton","Brantley","ClaireHouston","stephanie@floyd.co",false
2006,2061,16,19.2058,"Holly","Bowers","SuzanneClarke","claire@stanton.gi",true
2007,2062,47,13.6395,"Janet","Stevenson","WalterRubin","karen@raynor.io",true
2008,2063,30,16.8317,"Joan","Roth","KristinaKing","jennifer@spencer.mh",true
2009,2064,1,13.4811,"Chris","Lopez","CatherineManning","jeanette@sullivan.ky",true
2010,2065,12,15.8052,"Kathleen","Warren","JasonLove","sean@turner.gb",false
2011,2066,44,14.0399,"Zachary","Vick","DanielleBruce","stacy@mcallister.mt",false
2012,2067,11,15.0161,"Neal","Boyd","JudithMcNamara","mary@bowden.sn",false
2013,2068,32,15.4962,"Edna","Olson","MarciaReid","edna@mack.bn",true
2014,2069,31,15.6829,"Cathy","Hawley","DanielleMueller","janice@mcallister.it",true
2015,2070,19,19.4583,"Joanne","Singer","FlorenceLi","norman@steele.py",true
2016,2071,29,10.221,"Leah","Keller","DwightCook","deborah@farmer.sb",true
2017,2072,27,19.5074,"Ben","Barton","JosephWest","don@graves.je",false
2018,2073,16,10.3131,"Rita","Crawford","MonicaTilley","ricky@beach.gm",true
2019,2074,0,16.1171,"Kent","Godfrey","PaigeGill","jeanette@barry.kh",false
2020,2075,7,13.163,"Mark","Lang","GeraldineHoover","allen@kelley.org",false
2021,2076,11,19.3988,"Jason","Sullivan","TeresaDodson","frederick@beach.je",true
2022,2077,32,11.8131,"Brooke","Johnston","TracyHull","erika@fleming.sd",false
2023,2078,10,14.6773,"Alan","Solomon","CatherineDuke","sharon@lloyd.is",true
2024,2079,21,12.4598,"Glenda","Gould","TomGodfrey","wesley@davis.ws",false
2025,2080,23,17.9108,"Neal","Barton","TammyPugh","heather@burton.eg",true
2026,2081,27,19.5113,"William","O","MonicaVick","vicki@cain.vn",true
2027,2082,17,12.7311,"Helen","Coley","KimberlyGibbons","calvin@perkins.nf",false
2028,2083,1,18.4974,"Christian","Love","JesseChang","audrey@burton.ls",false
2029,2084,46,19.6301,"Carrie","Olson","JoelBoykin","neal@barrett.jo",false
2030,2085,16,17.2012,"Marion","Stone","LloydVick","leslie@case.ma",false
2031,2086,39,18.0362,"Kristin","Maynard","MaryKirk","jan@pearson.sk",false
2032,2087,48,11.3662,"Kathy","Fisher","HollyYork","ralph@clements.mm",false
2033,2088,13,17.9184,"Kathy","Nash","ReginaHouse","sidney@proctor.tk",true
2034,2089,41,18.358,"Holly","Winters","ThomasYang","valerie@pearce.de",false
2035,2090,42,19.6071,"Cheryl","Cox","TraceyPark","kelly@stout.bt",false
2036,2091,21,19.2941,"Mark","Chan","ZacharySteele","cecil@schroeder.ci",false
2037,2092,38,10.6535,"Hazel","Guthrie","BrettFreedman","amanda@mckay.bq",true
2038,2093,14,11.3753,"Martin","Bruce","TaraFrazier","alfred@middleton.gw",false
2039,2094,11,10.581,"Evelyn","Bowers","JenniferLopez","neal@puckett.cm",false
2040,2095,47,12.5727,"Tina","House","FranklinPickett","gilbert@hill.hu",false
2041,2096,6,16.2338,"Patsy","Garrison","DorisPugh","benjamin@chu.tg",true
2042,2097,25,10.6176,"Gina","Craven","MarilynHughes","kathleen@o.ml",true
2043,2098,49,17.7493,"Emily","Kang","CatherineBray","gretchen@parrott.cc",false
2044,2099,9,17.6567,"Samantha","Clements","NormanVick","stephen@dickson.tg",false
2045,2100,22,12.701,"Milton","Brantley","JenniferConrad","bradley@hill.mn",false
2046,2101,6,13.5285,"Benjamin","Gill","DawnShapiro","carl@caldwell.co",true
2047,2102,16,13.1461,"Melanie","Robinson","KatharineHarvey","rhonda@horowitz.do",true
2048,2103,38,10.2828,"Brenda","Coley","EdwinByrne","nina@hewitt.gf",true
2049,2104,3,17.9919,"Jessica","Berger","BrettJones","kate@hu.nc",true
2050,2105,0,18.1338,"Jordan","Knowles","KennethJennings","joshua@mccormick.tl(changedfromtp)",false
2051,2106,13,16.8861,"Jordan","Waters","AliceEllis","joan@black.mp",true
2052,2107,11,18.0154,"Kay","Scott","MatthewChan","sherry@sumner.tv",true
2053,2108,31,10.6582,"Virginia","Webb","StephanieCash","meredith@mckay.tl(changedfromtp)",false
2054,2109,27,11.0244,"Alison","Mueller","JimmyBowden","nina@harrington.ax",true
2055,2110,8,14.7465,"Ben","Chase","BrettWatson","joel@henry.tc",false
