1,56,48,11.2455,"Norman","Hensley","SherriConnor","linda@fischer.br",false
2,57,7,13.5168,"Jennifer","Law","HerbertChambers","benjamin@upchurch.ma",false
3,58,36,19.8296,"Frances","Houston","JessicaBarefoot","ronnie@morgan.ar",true
4,59,17,15.4192,"Clifford","Stark","HeidiOlson","marc@mccall.bj",true
5,60,48,10.6182,"Herbert","Massey","LeahBlanchard","stanley@nguyen.vc",true
6,61,10,14.2413,"Kristen","Watkins","CathyMack","audrey@dougherty.org",false
7,62,24,18.7594,"Lauren","Knowles","GuyHuffman","harold@li.ss",true
8,63,48,11.5899,"Robyn","Stephens","ChristineSharpe","edgar@waller.by",false
9,64,11,19.8587,"Lynda","Pittman","RhondaBaker","alvin@york.ua",true
10,65,33,11.0973,"Mary","Warren","MeganGonzalez","marcus@li.gq",true
11,66,40,16.741,"Geraldine","Koch","BethHinson","lewis@gibson.id",true
12,67,38,13.1558,"Christina","Harrell","ElaineHorowitz","eddie@shaffer.eh",true
13,68,4,18.7512,"Phyllis","Cochran","GuyAlston","anne@beasley.gov",false
14,69,4,19.9684,"Franklin","Arthur","DwightHawkins","florence@livingston.gg",false
15,70,49,12.4362,"Billy","Melton","PriscillaPark","jeff@arthur.kh",true
16,71,13,15.1651,"Vincent","Godfrey","MaryBowling","katie@goldman.jo",false
17,72,35,12.4021,"Kristine","McKinney","SandyBowers","ethel@carlson.gu",false
18,73,26,15.9868,"Peggy","McClure","EdnaMullen","linda@dillon.kn",true
19,74,9,13.8355,"Natalie","Fuller","FrancesRubin","brett@boswell.th",false
20,75,1,18.114,"Joan","Barber","MiltonVincent","charlene@cobb.ee",false
21,76,48,15.9478,"Julia","Fletcher","HelenLanier","kathy@sharp.gl",true
22,77,35,18.341,"Bob","Fischer","JimPittman","anna@morris.fj",false
23,78,12,17.4587,"Maureen","Rosenberg","ShawnChang","lois@hall.sl",false
24,79,4,19.3558,"Gordon","Chandler","LesterHedrick","william@hester.cv",true
25,80,19,10.8947,"Elsie","Burton","GilbertCallahan","regina@sellers.va",false
26,81,31,13.8569,"Melinda","Rice","JackCox","ronnie@perkins.cd",true
27,82,43,14.8134,"Beth","Manning","NinaGalloway","gladys@mccall.td",false
28,83,37,16.5278,"Shelley","Barefoot","SherylWang","emily@chambers.bw",true
29,84,33,11.311,"Leslie","Sherrill","LawrenceHayes","bernard@mack.cc",false
30,85,14,17.8033,"Chris","McKinney","GailChoi","heather@watson.tt",true
31,86,44,16.9929,"Carl","Merritt","MarkGoldman","rhonda@sutton.lv",false
32,87,24,18.4658,"Alvin","Choi","JasonNorman","alex@mccall.ga",false
33,88,4,10.2636,"Alex","Vaughn","ThomasHouse","chris@gonzalez.tm",false
34,89,20,12.1028,"Neal","Morris","AllenGoldberg","alison@carver.lb",true
35,90,32,15.4516,"Teresa","Denton","CharleneNewton","katherine@walter.kr",true
36,91,15,12.9907,"Maria","Hunt","LloydGordon","sara@barton.sv",false
37,92,12,18.734,"Maureen","Grant","JacobChang","chris@harrell.cm",false
38,93,9,16.5456,"Peggy","Kaplan","PaulineShaffer","lynne@livingston.bo",true
39,94,19,12.7543,"Tommy","Watts","CarolynMcNamara","alex@heath.bb",true
40,95,29,13.668,"Lester","Godfrey","ClaireConnor","katherine@wang.sv",true
41,96,20,14.5461,"Ricky","Allison","BradleyScarborough","claire@raynor.mil",true
42,97,32,18.4949,"Matthew","Durham","NicholasGoldberg","marcus@hinton.bv",false
43,98,36,12.6618,"Patricia","Lanier","MarcusSchroeder","maria@cowan.bf",false
44,99,16,17.5155,"Nathan","Lam","AliciaPope","neal@christian.mp",false
45,100,3,15.5818,"Alfred","Carter","LeahFischer","annie@nichols.lu",false
46,101,35,18.1583,"Claire","Liu","KathyCochran","lee@kirk.cz",false
47,102,44,18.6348,"Jack","Hess","DanielleFox","hilda@bowman.na",true
48,103,20,10.1767,"Marion","Terrell","MarcCopeland","jose@baxter.tj",false
49,104,14,14.7721,"Constance","Simpson","JoannFinch","christina@frederick.be",false
50,105,30,10.1234,"Todd","Ayers","MelanieRiddle","eddie@pate.va",true
51,106,9,17.9956,"Ricky","Kern","BethSpivey","leo@kaplan.mg",false
52,107,20,16.2442,"Claire","McKnight","MarshaCrane","janice@pickett.sh",true
53,108,1,12.0246,"Arlene","Wallace","ConstanceFox","judith@jiang.gi",false
54,109,12,10.1526,"Erica","Weinstein","StacyRobinson","charlene@sinclair.nl",true
55,110,19,16.9932,"Don","Burch","JoannGould","nancy@hanna.sj",false
56,111,8,12.848,"Leo","Walter","RitaCopeland","kyle@klein.by",true
57,112,48,18.8083,"Alex","Raynor","PatRobertson","lucy@hanson.cr",false
58,113,44,14.8566,"Eugene","Robertson","WendyBurgess","rick@rich.wf",false
59,114,47,11.0744,"Jessica","Weiner","MarshaBarrett","beth@schultz.nz",false
60,115,9,17.7305,"Bobby","Hawley","SidneyWang","louis@franklin.my",true
61,116,28,15.6048,"Bernard","Kennedy","SuzanneBrady","sherri@pearce.pa",true
62,117,2,14.6485,"Aaron","McLean","DerekWest","brandon@carlton.bj",true
63,118,22,15.2897,"Kate","Gibson","BetsySteele","allen@wiley.je",false
64,119,11,10.8054,"Tracy","Weeks","HazelCrane","richard@stuart.sn",false
65,120,36,18.7036,"Franklin","Bowden","MikeZhang","rhonda@hirsch.mu",false
66,121,13,10.7607,"Brian","Sumner","EugeneBurgess","douglas@weber.mg",false
67,122,35,12.6854,"Randy","Hodge","EileenStuart","hannah@benson.al",true
68,123,41,11.8435,"Lloyd","Warren","ShelleyBlackburn","raymond@byrne.hr",false
69,124,32,18.427,"Gayle","Miles","AnnHamrick","lois@hoyle.gw",true
70,125,34,16.625,"Caroline","Underwood","PatsyDavidson","courtney@mckee.vg",true
71,126,46,16.8482,"Evelyn","Stone","GilbertMontgomery","kenneth@proctor.kg",true
72,127,11,19.8129,"Eugene","Byrne","ClaraGreenberg","carl@wilkerson.bw",true
73,128,0,12.9788,"Lloyd","Neal","PriscillaFleming","diana@briggs.st",false
74,129,48,17.0028,"Audrey","Dalton","AlisonJennings","hazel@farrell.lb",false
75,130,38,14.8568,"Marc","Lucas","JeffSingh","patrick@mckenna.pm",true
76,131,41,18.6735,"Jon","Chung","PatrickCox","lester@graves.gu",false
77,132,5,15.3801,"Neal","Carey","CherylMcClure","katie@miles.mp",true
78,133,38,10.9045,"Melinda","Olson","ChrisCarroll","sheryl@hobbs.tz",true
79,134,15,13.1102,"Paige","Garrett","RickHenson","marcia@pollard.aw",true
80,135,42,18.8319,"Christina","Hu","JeremyYork","jessica@jones.ru",false
81,136,26,18.5432,"Wayne","Reid","CherylGreen","brooke@shelton.dm",false
82,137,38,19.2965,"Miriam","Mack","VirginiaLindsay","allen@proctor.ee",false
83,138,35,10.6322,"Paige","Monroe","ChrisLaw","anita@pitts.nf",true
84,139,42,14.4317,"Keith","O","LaurenBradshaw","eddie@mueller.tk",false
85,140,27,16.9361,"Joan","McLeod","GregLane","regina@cassidy.pr",true
86,141,34,12.5212,"Sarah","Case","AnnaHedrick","erin@wall.pa",true
87,142,21,13.5071,"Kristin","Kinney","TeresaFrederick","jeff@morse.nc",false
88,143,39,11.4315,"Wesley","Pearson","DanFarmer","glen@riddle.fm",true
89,144,37,18.8211,"Joann","Hayes","BethKelley","bernard@lowry.ly",false
90,145,17,17.9135,"Ann","Roy","RickyDolan","sarah@green.tm",false
91,146,28,19.6049,"Gretchen","Kaplan","PatsyStrickland","hannah@nichols.sl",false
92,147,17,18.1644,"Stacy","Schultz","DannyStone","jack@kelley.sa",false
