8992,9047,37,13.0552,"Clarence","Raynor","KristinaMay","lorraine@riley.hn",true
8993,9048,46,15.2993,"Sue","Rose","VivianDickson","peggy@coley.ck",true
8994,9049,38,19.4608,"Joan","Crews","MiltonSteele","neal@cherry.ck",true
8995,9050,4,11.887,"Theresa","Curry","StephanieFoster","janet@friedman.cw",true
8996,9051,9,15.7721,"Megan","Foster","JudyMay","neal@king.au",false
8997,9052,5,18.3087,"Claire","Arthur","MarshaAbrams","greg@shapiro.gp",true
8998,9053,34,11.0565,"Nina","Denton","GordonWalton","dorothy@long.lu",false
8999,9054,37,17.0686,"Leon","Spivey","KenMcKenzie","ross@wolfe.so",false
9000,9055,34,12.445,"Alicia","Wallace","JeffHorowitz","katherine@marks.rs",true
9001,9056,15,16.199,"Marcus","Nixon","CalvinPridgen","ben@weeks.nr",false
9002,9057,35,18.1035,"Gilbert","Beatty","GeraldineStanley","pauline@baldwin.ee",false
9003,9058,32,13.7902,"Marshall","Wall","ReginaSingleton","hazel@barbour.nc",false
9004,9059,31,12.5288,"Clyde","Harmon","SueWalters","sidney@pittman.at",true
9005,9060,26,17.2588,"Christina","Byrne","KristinRobertson","kimberly@mckay.re",true
9006,9061,28,15.3642,"Vincent","Crews","BrookeSteele","kelly@hawkins.bm",true
9007,9062,0,13.0241,"Randall","May","JoseYates","billie@heller.sr",true
9008,9063,24,11.5525,"Gayle","Parsons","JackBaldwin","kathy@weiss.lb",false
9009,9064,10,11.0101,"Bernard","Freeman","LoriKenney","melinda@benson.sn",true
9010,9065,14,18.396,"Claire","Farmer","MalcolmJohnson","vincent@jennings.mil",true
9011,9066,29,12.0576,"Kelly","Winters","AlfredBrady","franklin@love.pe",true
9012,9067,20,15.5837,"Frances","Chung","StaceyCannon","herbert@parsons.lb",true
9013,9068,8,10.9852,"Marcia","Hartman","SherriBrennan","judith@hewitt.sr",false
9014,9069,10,19.9313,"Neal","Woodward","LesterUnderwood","vivian@leach.ws",false
9015,9070,33,19.4289,"Priscilla","Stanley","ShannonRoss","luis@kemp.il",false
9016,9071,19,16.4059,"Raymond","Parks","VickiBolton","gary@lowe.rs",false
9017,9072,9,19.8836,"Lester","Chang","FayeSchwartz","angela@mckenzie.ae",false
9018,9073,20,14.0117,"Samantha","Sharma","ClydeBarber","marsha@douglas.gf",false
9019,9074,16,17.7966,"Kristine","Hill","KyleO","leigh@grant.cm",false
9020,9075,44,11.4999,"Lynn","Murphy","VickiChu","gayle@benson.sa",false
9021,9076,45,13.9818,"Brent","May","MaryGalloway","pauline@davenport.bm",false
9022,9077,34,11.1056,"Jan","Finch","ErikaBarbour","priscilla@aldridge.mil",true
9023,9078,39,14.8131,"Lynda","Teague","HeatherLove","tony@gray.pe",true
9024,9079,39,19.8153,"Juan","Weiner","JordanCannon","amy@hanna.cg",false
